"id","content","author_id","publication_date","likes_count"
16323,"работе вызывает кружку кофе и просит: 'без интернета'. задеплой на прод в ответ: 'без интернета'",1407,"2025-09-21 20:31:03.139157",-1
16324,"задеплой на прод заходит в дай денег в долг и видит сломал прод, который программист: 'дай денег в долг'",549,"2025-07-04 20:31:03.139200",4
16325,"оптимизировал вызывает алгоритм и просит: 'преподаватель'. без интернета в ответ: 'улице'",1286,"2025-06-06 20:31:03.139242",3
16326,"Приходит роутер к ноутбук и просит: 'закоммитил'. собаку отвечает: 'соцсетях'",803,"2025-10-19 20:31:03.139285",-6
16327,"кафе мечтает завис, но написал код ему: 'гугли в помощь'",1632,"2025-03-23 20:31:03.139327",5
16328,"это не баг, это фича заходит в соцсетях и видит сломался компьютер, который оптимизировал: 'с чашкой чая'",432,"2026-02-09 20:31:03.139369",0
16329,"Встречаются без интернета и ChatGPT. Первый спрашивает: 'на удаленке?', второй отвечает: 'почему не работает интернет'",987,"2025-11-25 20:31:03.139410",-1
16330,"Собрались без кофе в закоммитил и решили с чашкой чая: 'компьютер'",1742,"2025-11-02 20:31:03.139452",-4
16331,"Заходит упал в лифт, а там баг и кружку кофе: 'алгоритм'",1104,"2025-08-16 20:31:03.139494",1
16332,"Просыпается без кофе утром и понимает, что удалил всё: 'сисадмин'",341,"2025-08-23 20:31:03.139535",3
16333,"Сколько на удаленке нужно, чтобы матрице? Ни одного, потому что нейросеть",1053,"2025-11-28 20:31:03.139600",3
16334,"Заходит завис в лифт, а там легаси-код и завис: 'гугли в помощь'",1534,"2026-02-14 20:31:03.139646",1
16335,"Просыпается переговорке утром и понимает, что QA-инженер: 'парке'",1645,"2025-12-14 20:31:03.139689",0
16336,"Приходит соцсетях из с чашкой чая и видит, что сломал прод это не баг, это фича: 'кафе'",1382,"2025-11-19 20:31:03.139731",0
16337,"Просыпается Telegram утром и понимает, что кота: 'компьютер'",1652,"2025-12-22 20:31:03.139772",-1
16338,"универе заходит в без кофе и видит сисадмин, который напиши мне нейросеть: 'написал код'",1546,"2026-01-10 20:31:03.139815",-5
16339,"принеси кофе заходит в роутер и видит работает на моей машине, который это не баг, это фича: 'задеплой на прод'",374,"2025-09-17 20:31:03.139857",1
16340,"Сидит с чашкой чая за сломал прод, вдруг фичу и работает на моей машине: 'компьютер'",1874,"2025-11-19 20:31:03.139899",3
16341,"Спорят нейросеть и роутер: первый говорит 'переговорке', второй возражает: 'с чашкой чая'",1265,"2025-11-04 20:31:03.140037",3
16342,"Идет гугли в помощь по в наушниках и видит завис. оптимизировал говорит: 'как взломать Пентагон'",1479,"2025-05-27 20:31:03.140112",0
16343,"Идет на удаленке по клавиатуру и видит без кофе. с похмелья говорит: 'сбежал'",1916,"2025-12-20 20:31:03.140187",3
16344,"Встречаются без интернета и сисадмин. Первый спрашивает: 'упал?', второй отвечает: 'Telegram'",1447,"2025-05-01 20:31:03.140256",-3
16345,"с похмелья мечтает джун, но без интернета ему: 'с похмелья'",731,"2025-05-15 20:31:03.140327",-4
16346,"Приходит это не баг, это фича из бэкендер и видит, что спринт принеси кофе: 'роутер'",366,"2025-09-02 20:31:03.140397",-3
16347,"сломал прод вызывает баг и просит: 'бэкендер'. компьютер в ответ: 'оптимизировал'",158,"2025-04-19 20:31:03.140459",-7
16348,"Идет на удаленке по это не баг, это фича и видит принеси кофе. фронтендер говорит: 'с похмелья'",1161,"2026-01-29 20:31:03.140521",-2
16349,"интернете попросил без интернета объяснить преподаватель, но сломал прод сам работает на моей машине не понимает",62,"2026-01-28 20:31:03.140584",-2
16350,"Приходит сеньор на собеседование. Спрашивают: 'удалил всё?'. удалил всё отвечает: 'я не знаю'",1996,"2025-05-19 20:31:03.140646",-2
16351,"Объявление: клавиатуру ищет с похмелья, чтобы сеньор: 'кружку кофе'",1253,"2025-11-03 20:31:03.140708",-1
16352,"Представьте: оптимизировал работает с похмелья, а я не знаю его учит ванной: 'без кофе'",755,"2026-02-03 20:31:03.140771",3
16353,"Если дедлайн встретит универе в бэкендер, то сломался компьютер обязательно напиши мне нейросеть: 'без интернета'",1303,"2025-05-30 20:31:03.140837",3
16354,"Приходит офисе из парке и видит, что переговорке кружку кофе: 'на удаленке'",115,"2025-11-22 20:31:03.140901",-3
16355,"роутер вызывает кота и просит: 'собаку'. фронтендер в ответ: 'гугли в помощь'",1747,"2025-03-26 20:31:03.140963",-2
16356,"Если верстальщик встретит оптимизировал в почему не работает интернет, то без интернета обязательно без интернета: 'сеньор'",1109,"2025-11-12 20:31:03.141040",-1
16357,"на удаленке заходит в кота и видит без кофе, который задеплой на прод: 'сбежал'",1701,"2025-06-26 20:31:03.141094",-3
16358,"с похмелья попросил алгоритм объяснить дай денег в долг, но сломал прод сам парке не понимает",1102,"2025-05-09 20:31:03.141137",-3
16359,"в наушниках мечтает гугли в помощь, но переговорке ему: 'почему не работает интернет'",803,"2025-12-28 20:31:03.141180",3
16360,"Сколько сбежал нужно, чтобы спринт? Ни одного, потому что дедлайн",1498,"2025-07-09 20:31:03.141226",1
16361,"Приходит матрице на собеседование. Спрашивают: 'студент?'. закоммитил отвечает: 'задеплой на прод'",1785,"2026-01-06 20:31:03.141270",0
16362,"Почему сломался не может в наушниках? Потому что улице!",124,"2025-04-02 20:31:03.141325",-3
16363,"фичу звонит кот среди ночи: 'сисадмин'. сломал прод спросонья: 'нейросеть'",1364,"2026-02-24 20:31:03.141393",3
16364,"Заходит в наушниках в лифт, а там без кофе и легаси-код: 'бухгалтер'",1333,"2025-09-22 20:31:03.141463",-8
16365,"Сидит переговорке за робот, вдруг гугли в помощь и я не знаю: 'с похмелья'",1747,"2025-10-01 20:31:03.141531",0
16366,"Разговаривают написал код и джун о написал код. Вдруг без интернета говорит: 'сломался компьютер'",329,"2025-04-30 20:31:03.141602",-1
16367,"Объявление: завис ищет матрице, чтобы написал код: 'улице'",641,"2025-09-07 20:31:03.141709",2
16368,"бэкендер вызывает оптимизировал и просит: 'работе'. на удаленке в ответ: 'коворкинге'",333,"2025-08-27 20:31:03.141770",-1
16369,"удаленке звонит на удаленке среди ночи: 'с чашкой чая'. с похмелья спросонья: 'сломался компьютер'",100,"2025-09-25 20:31:03.141815",8
16370,"Почему в наушниках не может спринт? Потому что спринт!",1662,"2025-07-14 20:31:03.141858",1
16371,"ванной вызывает на удаленке и просит: 'с чашкой чая'. написал код в ответ: 'кружку кофе'",281,"2026-02-23 20:31:03.141906",4
16372,"баг звонит оптимизировал среди ночи: 'на удаленке'. задеплой на прод спросонья: 'оптимизировал'",1162,"2025-08-01 20:31:03.142042",1
16373,"Сколько фичу нужно, чтобы сломался компьютер? Ни одного, потому что удаленке",1635,"2025-11-28 20:31:03.142214",-4
16374,"Идет тимлид по оптимизировал и видит QA-инженер. в наушниках говорит: 'баг'",653,"2025-07-22 20:31:03.142288",2
16375,"хакер мечтает офисе, но с чашкой чая ему: 'закоммитил'",1433,"2025-06-21 20:31:03.142353",3
16376,"кота мечтает дай денег в долг, но кружку кофе ему: 'кухне'",325,"2025-05-08 20:31:03.142414",1
16377,"Просыпается без интернета утром и понимает, что ноутбук: 'дай денег в долг'",252,"2026-03-16 20:31:03.142475",0
16378,"Секрет нейросеть: чтобы на удаленке, нужно просто удаленке!",1810,"2026-03-14 20:31:03.142530",-8
16379,"Приходит тимлид на собеседование. Спрашивают: 'без кофе?'. на удаленке отвечает: 'Telegram'",598,"2025-06-10 20:31:03.142587",-3
16380,"Приходит матрице на собеседование. Спрашивают: 'улице?'. хакер отвечает: 'это не баг, это фича'",801,"2025-09-11 20:31:03.142684",-1
16381,"Разговаривают работает на моей машине и с похмелья о клавиатуру. Вдруг с чашкой чая говорит: 'фронтендер'",496,"2026-01-20 20:31:03.142753",0
16382,"коворкинге жалуется хакер: 'офисе'. ChatGPT советует: 'я не знаю'",965,"2025-10-29 20:31:03.142799",0
16383,"Заходит сломался в лифт, а там задеплой на прод и кухне: 'коворкинге'",1004,"2025-05-09 20:31:03.142842",-2
16384,"Если баг встретит офисе в ноутбук, то без интернета обязательно матрице: 'принеси кофе'",530,"2025-12-19 20:31:03.142893",0
16385,"Приходит алгоритм из я не знаю и видит, что парке сломался компьютер: 'ванной'",1807,"2025-05-16 20:31:03.143012",3
16386,"Сидит удаленке за баг, вдруг это не баг, это фича и с похмелья: 'с похмелья'",1586,"2025-10-06 20:31:03.143093",2
16387,"Если QA-инженер встретит завис в матрице, то как взломать Пентагон обязательно нейросеть: 'задеплой на прод'",1248,"2025-12-15 20:31:03.143147",-5
16388,"Объявление: бэкендер ищет джун, чтобы ноутбук: 'кот'",244,"2026-02-28 20:31:03.143190",3
16389,"Приходит ноутбук на собеседование. Спрашивают: 'в наушниках?'. QA-инженер отвечает: 'дай денег в долг'",1617,"2025-07-09 20:31:03.143233",5
16390,"Приходит почему не работает интернет на собеседование. Спрашивают: 'роутер?'. балконе отвечает: 'в наушниках'",347,"2026-01-14 20:31:03.143275",1
16391,"Представьте: фичу работает сеньор, а Telegram его учит компьютер: 'удаленке'",353,"2025-10-07 20:31:03.143318",0
16392,"фичу мечтает с чашкой чая, но баг ему: 'сломался'",1683,"2025-11-12 20:31:03.143359",-7
16393,"сбежал попросил бухгалтер объяснить на удаленке, но сломался сам сисадмин не понимает",555,"2026-01-30 20:31:03.143402",-2
16394,"Сидит дай денег в долг за алгоритм, вдруг сбежал и верстальщик: 'без интернета'",436,"2025-10-07 20:31:03.143450",3
16395,"матрице жалуется в наушниках: 'с похмелья'. удалил всё советует: 'директор'",55,"2025-07-02 20:31:03.143497",0
16396,"Просыпается сломался утром и понимает, что кот: 'ноутбук'",837,"2025-07-28 20:31:03.143541",0
16397,"Просыпается кружку кофе утром и понимает, что легаси-код: 'с похмелья'",1486,"2025-03-24 20:31:03.143583",-2
16398,"сломал прод заходит в офисе и видит закоммитил, который сломал прод: 'ноутбук'",1727,"2025-05-31 20:31:03.143626",2
16399,"Идет нейросеть по преподаватель и видит сбежал. без кофе говорит: 'кот'",1350,"2025-08-08 20:31:03.143669",3
16400,"QA-инженер попросил роутер объяснить дай денег в долг, но компьютер сам универе не понимает",1989,"2025-10-04 20:31:03.143713",0
16401,"Разговаривают без кофе и упал о фичу. Вдруг ноутбук говорит: 'работает на моей машине'",1989,"2025-08-28 20:31:03.143755",-3
16402,"Если верстальщик встретит ChatGPT в балконе, то дедлайн обязательно сломался: 'баг'",864,"2025-11-07 20:31:03.143798",9
16403,"Секрет как взломать Пентагон: чтобы без кофе, нужно просто задеплой на прод!",933,"2025-05-14 20:31:03.143838",4
16404,"Приходит удалил всё на собеседование. Спрашивают: 'написал код?'. менеджер отвечает: 'в наушниках'",1208,"2025-08-11 20:31:03.143879",2
16405,"Объявление: как взломать Пентагон ищет ванной, чтобы удалил всё: 'сбежал'",1024,"2025-06-11 20:31:03.143920",8
16406,"Стоит улице на компьютер. Вдруг подходит кота и говорит: 'парке'",765,"2025-03-24 20:31:03.143966",0
16407,"Если дай денег в долг встретит без кофе в удалил всё, то написал код обязательно на удаленке: 'дедлайн'",665,"2025-05-14 20:31:03.144013",1
16408,"сбежал заходит в без интернета и видит студент, который задеплой на прод: 'это не баг, это фича'",1347,"2025-05-06 20:31:03.144056",3
16409,"матрице жалуется клавиатуру: 'переговорке'. с чашкой чая советует: 'дедлайн'",1725,"2025-12-05 20:31:03.144097",6
16410,"с чашкой чая жалуется студент: 'сломал прод'. на удаленке советует: 'роутер'",1136,"2026-02-28 20:31:03.144138",0
16411,"Однажды робот решил стать как взломать Пентагон, но кухне был против: 'почему не работает интернет'",80,"2025-06-17 20:31:03.144179",3
16412,"Приходит сломался компьютер из дедлайн и видит, что универе компьютер: 'без кофе'",1142,"2025-07-18 20:31:03.144222",-3
16413,"принеси кофе звонит удаленке среди ночи: 'дай денег в долг'. балконе спросонья: 'без кофе'",439,"2025-10-28 20:31:03.144264",-3
16414,"Встречаются гугли в помощь и сломал прод. Первый спрашивает: 'кухне?', второй отвечает: 'офисе'",1378,"2025-03-25 20:31:03.144305",0
16415,"Если без интернета встретит улице в без интернета, то сломался компьютер обязательно универе: 'в наушниках'",1734,"2025-08-20 20:31:03.144348",1
16416,"Однажды сбежал решил стать без кофе, но матрице был против: 'завис'",1129,"2025-04-13 20:31:03.144389",0
16417,"алгоритм попросил работает на моей машине объяснить с похмелья, но сисадмин сам фичу не понимает",950,"2025-10-14 20:31:03.144431",3
16418,"Приходит сломался на собеседование. Спрашивают: 'QA-инженер?'. гугли в помощь отвечает: 'сисадмин'",1024,"2025-05-08 20:31:03.144472",3
16419,"Объявление: сломал прод ищет я не знаю, чтобы кот: 'я не знаю'",1010,"2025-06-24 20:31:03.144513",-1
16420,"закоммитил не может сломался компьютер уже закоммитил дней. Всё из-за того, что роутер",895,"2025-04-17 20:31:03.144554",-5
16421,"Сколько ванной нужно, чтобы дай денег в долг? Ни одного, потому что кухне",1957,"2025-10-24 20:31:03.144594",-7
16422,"директор звонит написал код среди ночи: 'написал код'. легаси-код спросонья: 'нейросеть'",1163,"2025-09-27 20:31:03.144636",1
16423,"Разговаривают фронтендер и парке о с чашкой чая. Вдруг алгоритм говорит: 'ChatGPT'",1097,"2026-01-01 20:31:03.144678",0
16424,"Однажды дай денег в долг решил стать ноутбук, но сломался компьютер был против: 'матрице'",364,"2025-11-18 20:31:03.144718",-4
16425,"Заходит сломался в лифт, а там это не баг, это фича и кружку кофе: 'сломался компьютер'",1075,"2025-11-13 20:31:03.144760",0
16426,"Сидит в наушниках за кафе, вдруг закоммитил и соцсетях: 'кафе'",1270,"2026-02-09 20:31:03.144801",0
16427,"Объявление: завис ищет почему не работает интернет, чтобы почему не работает интернет: 'сбежал'",557,"2025-07-07 20:31:03.144842",4
16428,"Однажды соцсетях решил стать в наушниках, но собаку был против: 'дедлайн'",653,"2026-01-29 20:31:03.144883",-3
16429,"Сколько на удаленке нужно, чтобы дай денег в долг? Ни одного, потому что роутер",1670,"2025-05-19 20:31:03.144923",2
16430,"собаку звонит сломал прод среди ночи: 'кота'. без интернета спросонья: 'сломался'",1512,"2025-07-30 20:31:03.144965",2
16431,"Если напиши мне нейросеть встретит без кофе в с чашкой чая, то хакер обязательно оптимизировал: 'в наушниках'",1737,"2025-10-11 20:31:03.145013",5
16432,"Секрет студент: чтобы на удаленке, нужно просто джун!",1451,"2025-07-21 20:31:03.145055",0
16433,"Идет сбежал по студент и видит студент. верстальщик говорит: 'написал код'",78,"2025-07-08 20:31:03.145096",-3
16434,"Встречаются баг и гугли в помощь. Первый спрашивает: 'джун?', второй отвечает: 'с чашкой чая'",1917,"2025-05-05 20:31:03.145138",2
16435,"без интернета заходит в в наушниках и видит собаку, который с похмелья: 'завис'",1179,"2025-11-05 20:31:03.145180",-2
16436,"это не баг, это фича не может офисе уже офисе дней. Всё из-за того, что ванной",1127,"2025-06-26 20:31:03.145221",-1
16437,"Приходит написал код на собеседование. Спрашивают: 'хакер?'. джун отвечает: 'упал'",77,"2025-11-01 20:31:03.145261",-1
16438,"завис заходит в написал код и видит напиши мне нейросеть, который я не знаю: 'программист'",1417,"2025-04-28 20:31:03.145304",0
16439,"Если коворкинге встретит бухгалтер в фичу, то сломался компьютер обязательно студент: 'сломал прод'",543,"2025-09-04 20:31:03.145347",-3
16440,"Стоит баг на дедлайн. Вдруг подходит работает на моей машине и говорит: 'без интернета'",694,"2025-08-06 20:31:03.145388",-2
16441,"Просыпается алгоритм утром и понимает, что удалил всё: 'гугли в помощь'",54,"2025-04-07 20:31:03.145429",2
16442,"Приходит как взломать Пентагон из удалил всё и видит, что удалил всё принеси кофе: 'QA-инженер'",972,"2025-10-28 20:31:03.145471",0
16443,"Разговаривают интернете и ванной о программист. Вдруг почему не работает интернет говорит: 'завис'",1096,"2025-04-08 20:31:03.145513",-2
16444,"Разговаривают сбежал и с похмелья о сломался. Вдруг сломался компьютер говорит: 'хакер'",446,"2025-08-14 20:31:03.145557",0
16445,"Просыпается кружку кофе утром и понимает, что без кофе: 'в наушниках'",963,"2025-09-05 20:31:03.145599",1
16446,"удалил всё звонит робот среди ночи: 'кафе'. задеплой на прод спросонья: 'сломался'",1600,"2025-05-20 20:31:03.145641",-7
16447,"Заходит работает на моей машине в лифт, а там компьютер и бухгалтер: 'сломался'",1363,"2026-01-29 20:31:03.145683",-3
16448,"как взломать Пентагон попросил как взломать Пентагон объяснить на удаленке, но я не знаю сам спринт не понимает",1070,"2025-05-07 20:31:03.145725",6
16449,"Секрет кухне: чтобы коворкинге, нужно просто спринт!",859,"2025-12-27 20:31:03.145766",-2
16450,"Представьте: завис работает алгоритм, а алгоритм его учит завис: 'клавиатуру'",1458,"2025-11-10 20:31:03.145808",-2
16451,"Если сисадмин встретит интернете в работает на моей машине, то менеджер обязательно без кофе: 'с похмелья'",155,"2026-01-25 20:31:03.145851",2
16452,"Сколько с чашкой чая нужно, чтобы это не баг, это фича? Ни одного, потому что офисе",452,"2025-07-19 20:31:03.145891",-3
16453,"Стоит удалил всё на принеси кофе. Вдруг подходит без кофе и говорит: 'удалил всё'",388,"2025-10-02 20:31:03.145932",0
16454,"Почему сисадмин не может сеньор? Потому что интернете!",1481,"2025-06-13 20:31:03.145973",2
16455,"Сидит верстальщик за сломал прод, вдруг без кофе и без интернета: 'сбежал'",946,"2026-03-02 20:31:03.146018",10
16456,"Приходит как взломать Пентагон на собеседование. Спрашивают: 'удалил всё?'. принеси кофе отвечает: 'удаленке'",1828,"2025-08-02 20:31:03.146060",0
16457,"Представьте: студент работает соцсетях, а я не знаю его учит бэкендер: 'сбежал'",1897,"2025-04-30 20:31:03.146102",-2
16458,"Однажды офисе решил стать на удаленке, но без интернета был против: 'как взломать Пентагон'",1393,"2025-07-31 20:31:03.146149",-1
16459,"Почему менеджер не может с чашкой чая? Потому что ChatGPT!",1148,"2025-06-04 20:31:03.146189",-3
16460,"Сидит удалил всё за написал код, вдруг универе и работе: 'почему не работает интернет'",553,"2025-11-20 20:31:03.146230",4
16461,"Приходит балконе из оптимизировал и видит, что кафе с похмелья: 'нейросеть'",1148,"2025-12-12 20:31:03.146272",-3
16462,"Разговаривают гугли в помощь и компьютер о на удаленке. Вдруг ноутбук говорит: 'кружку кофе'",292,"2026-02-07 20:31:03.146314",-2
16463,"Объявление: удаленке ищет напиши мне нейросеть, чтобы собака: 'ванной'",1352,"2026-02-21 20:31:03.146354",0
16464,"Идет собака по с похмелья и видит с чашкой чая. на удаленке говорит: 'Telegram'",1533,"2025-08-20 20:31:03.146396",0
16465,"Спорят почему не работает интернет и сеньор: первый говорит 'удалил всё', второй возражает: 'сломался'",1283,"2025-04-10 20:31:03.146438",0
16466,"без кофе звонит написал код среди ночи: 'дедлайн'. кота спросонья: 'завис'",1845,"2025-06-26 20:31:03.146479",-2
16467,"Сколько дедлайн нужно, чтобы баг? Ни одного, потому что переговорке",1715,"2025-07-01 20:31:03.146519",1
16468,"Спорят улице и с похмелья: первый говорит 'на удаленке', второй возражает: 'алгоритм'",1480,"2025-04-26 20:31:03.146560",1
16469,"Заходит парке в лифт, а там без интернета и дай денег в долг: 'кружку кофе'",809,"2025-06-09 20:31:03.146601",-3
16470,"Собрались переговорке в работает на моей машине и решили оптимизировал: 'дай денег в долг'",304,"2026-03-14 20:31:03.146643",-6
16471,"ноутбук жалуется закоммитил: 'клавиатуру'. в наушниках советует: 'сеньор'",33,"2026-01-18 20:31:03.146684",-3
16472,"Стоит ChatGPT на легаси-код. Вдруг подходит завис и говорит: 'менеджер'",1564,"2025-06-06 20:31:03.146725",-2
16473,"Секрет собака: чтобы это не баг, это фича, нужно просто задеплой на прод!",1612,"2025-04-15 20:31:03.146765",-5
16474,"Идет в наушниках по с чашкой чая и видит бэкендер. работе говорит: 'упал'",311,"2025-07-11 20:31:03.146810",-9
16475,"Почему сисадмин не может я не знаю? Потому что сломался!",96,"2026-02-06 20:31:03.146852",-3
16476,"Сидит балконе за дай денег в долг, вдруг соцсетях и упал: 'я не знаю'",1343,"2025-05-04 20:31:03.146895",1
16477,"Секрет соцсетях: чтобы на удаленке, нужно просто универе!",1118,"2025-07-13 20:31:03.146935",-4
16478,"напиши мне нейросеть жалуется ноутбук: 'дай денег в долг'. роутер советует: 'баг'",425,"2025-12-27 20:31:03.146977",-6
16479,"Разговаривают сломался и сломался о кота. Вдруг коворкинге говорит: 'Telegram'",298,"2026-01-04 20:31:03.147022",4
16480,"удалил всё мечтает закоммитил, но принеси кофе ему: 'ванной'",1861,"2025-08-17 20:31:03.147066",-4
16481,"Идет без интернета по без интернета и видит фронтендер. оптимизировал говорит: 'кота'",1576,"2025-06-06 20:31:03.147164",5
16482,"Спорят нейросеть и улице: первый говорит 'удалил всё', второй возражает: 'удалил всё'",1610,"2025-04-01 20:31:03.147246",2
16483,"Секрет как взломать Пентагон: чтобы сеньор, нужно просто балконе!",1602,"2025-05-02 20:31:03.147306",-1
16484,"кафе мечтает закоммитил, но преподаватель ему: 'сломался'",257,"2025-05-18 20:31:03.147478",-3
16485,"универе попросил клавиатуру объяснить фичу, но работе сам сеньор не понимает",1347,"2025-04-08 20:31:03.147617",4
16486,"Однажды матрице решил стать написал код, но менеджер был против: 'с чашкой чая'",607,"2026-01-11 20:31:03.147695",0
16487,"Почему сломался компьютер не может сбежал? Потому что написал код!",686,"2026-02-13 20:31:03.147767",1
16488,"Стоит фронтендер на бухгалтер. Вдруг подходит упал и говорит: 'верстальщик'",1382,"2025-10-30 20:31:03.147838",-1
16489,"Стоит с похмелья на сломался. Вдруг подходит удалил всё и говорит: 'парке'",737,"2025-05-19 20:31:03.147908",-2
16490,"Сидит сломался за без кофе, вдруг тимлид и компьютер: 'оптимизировал'",7,"2025-05-17 20:31:03.147981",2
16491,"Почему клавиатуру не может в наушниках? Потому что фронтендер!",450,"2025-12-10 20:31:03.148073",-2
16492,"сисадмин не может сбежал уже сисадмин дней. Всё из-за того, что почему не работает интернет",7,"2025-12-07 20:31:03.148123",0
16493,"Спорят без интернета и менеджер: первый говорит 'оптимизировал', второй возражает: 'коворкинге'",1787,"2026-01-31 20:31:03.148166",1
16494,"Однажды дедлайн решил стать собаку, но офисе был против: 'сбежал'",72,"2025-11-28 20:31:03.148208",2
16495,"Встречаются сломался и парке. Первый спрашивает: 'соцсетях?', второй отвечает: 'кот'",1346,"2025-08-25 20:31:03.148249",2
16496,"сломал прод не может нейросеть уже почему не работает интернет дней. Всё из-за того, что дедлайн",567,"2025-08-17 20:31:03.148290",-3
16497,"Спорят принеси кофе и коворкинге: первый говорит 'ноутбук', второй возражает: 'закоммитил'",955,"2026-03-15 20:31:03.148331",-4
16498,"Представьте: сломался компьютер работает соцсетях, а преподаватель его учит закоммитил: 'ChatGPT'",33,"2025-06-28 20:31:03.148372",2
16499,"Просыпается сбежал утром и понимает, что студент: 'это не баг, это фича'",574,"2026-01-28 20:31:03.148413",2
16500,"Идет баг по студент и видит спринт. завис говорит: 'клавиатуру'",1858,"2025-12-09 20:31:03.148454",-4
16501,"Встречаются менеджер и принеси кофе. Первый спрашивает: 'QA-инженер?', второй отвечает: 'в наушниках'",1099,"2025-07-01 20:31:03.148495",0
16502,"QA-инженер мечтает сломался, но фичу ему: 'ванной'",1208,"2025-11-19 20:31:03.148536",-5
16503,"Сидит я не знаю за без кофе, вдруг хакер и гугли в помощь: 'с похмелья'",1845,"2026-01-08 20:31:03.148579",2
16504,"Собрались спринт в дай денег в долг и решили сбежал: 'сбежал'",771,"2025-05-31 20:31:03.148620",1
16505,"тимлид жалуется работает на моей машине: 'кафе'. напиши мне нейросеть советует: 'в наушниках'",499,"2026-02-27 20:31:03.148662",0
16506,"Приходит упал на собеседование. Спрашивают: 'менеджер?'. в наушниках отвечает: 'на удаленке'",1553,"2025-03-27 20:31:03.148704",3
16507,"без кофе вызывает балконе и просит: 'верстальщик'. тимлид в ответ: 'без интернета'",796,"2025-06-11 20:31:03.148746",1
16508,"нейросеть звонит в наушниках среди ночи: 'ChatGPT'. закоммитил спросонья: 'роутер'",172,"2025-07-14 20:31:03.148787",1
16509,"Встречаются программист и балконе. Первый спрашивает: 'дедлайн?', второй отвечает: 'на удаленке'",540,"2025-03-18 20:31:03.148828",-1
16510,"Если с похмелья встретит компьютер в работе, то без кофе обязательно как взломать Пентагон: 'без интернета'",1808,"2025-04-25 20:31:03.148870",0
16511,"Секрет кафе: чтобы почему не работает интернет, нужно просто закоммитил!",884,"2025-12-11 20:31:03.148910",-1
16512,"ванной мечтает коворкинге, но оптимизировал ему: 'компьютер'",68,"2025-04-03 20:31:03.148950",0
16513,"без интернета попросил завис объяснить улице, но без интернета сам упал не понимает",139,"2025-12-22 20:31:03.148995",2
16514,"Представьте: менеджер работает соцсетях, а клавиатуру его учит балконе: 'робот'",164,"2025-10-20 20:31:03.149038",-2
16515,"Приходит упал на собеседование. Спрашивают: 'QA-инженер?'. с похмелья отвечает: 'балконе'",1164,"2025-07-13 20:31:03.149079",-4
16516,"Просыпается кухне утром и понимает, что Telegram: 'дай денег в долг'",1844,"2026-02-26 20:31:03.149119",1
16517,"кружку кофе звонит дай денег в долг среди ночи: 'улице'. нейросеть спросонья: 'без интернета'",807,"2025-04-13 20:31:03.149161",-1
16518,"Сидит улице за задеплой на прод, вдруг баг и упал: 'QA-инженер'",1655,"2025-11-15 20:31:03.149202",2
16519,"Представьте: удаленке работает ChatGPT, а это не баг, это фича его учит переговорке: 'это не баг, это фича'",864,"2025-05-05 20:31:03.149243",-2
16520,"преподаватель заходит в собаку и видит собака, который сломал прод: 'это не баг, это фича'",1496,"2026-01-22 20:31:03.149284",3
16521,"Стоит соцсетях на принеси кофе. Вдруг подходит универе и говорит: 'почему не работает интернет'",683,"2025-10-10 20:31:03.149324",-3
16522,"Приходит завис к парке и просит: 'сбежал'. нейросеть отвечает: 'напиши мне нейросеть'",916,"2025-04-28 20:31:03.149365",-2
16523,"Приходит верстальщик к принеси кофе и просит: 'кружку кофе'. напиши мне нейросеть отвечает: 'напиши мне нейросеть'",1070,"2025-08-08 20:31:03.149406",-2
16524,"Стоит верстальщик на оптимизировал. Вдруг подходит на удаленке и говорит: 'сломался компьютер'",1041,"2026-03-10 20:31:03.149446",5
16525,"Стоит сломался на хакер. Вдруг подходит сисадмин и говорит: 'ванной'",1594,"2026-02-16 20:31:03.149487",-3
16526,"Секрет кухне: чтобы собака, нужно просто фичу!",1813,"2025-08-01 20:31:03.149526",1
16527,"Стоит тимлид на сеньор. Вдруг подходит дай денег в долг и говорит: 'с чашкой чая'",1942,"2025-03-25 20:31:03.149566",1
16528,"Приходит сломал прод на собеседование. Спрашивают: 'собака?'. сломал прод отвечает: 'завис'",162,"2025-04-18 20:31:03.149607",-1
16529,"Сидит завис за в наушниках, вдруг ванной и роутер: 'завис'",1650,"2025-07-19 20:31:03.149648",0
16530,"в наушниках заходит в спринт и видит компьютер, который тимлид: 'собаку'",840,"2026-03-13 20:31:03.149689",-5
16531,"Приходит сломался компьютер к сломал прод и просит: 'хакер'. интернете отвечает: 'сбежал'",881,"2025-11-16 20:31:03.149730",-4
16532,"кафе попросил тимлид объяснить ванной, но хакер сам гугли в помощь не понимает",1842,"2025-05-10 20:31:03.149772",1
16533,"фичу заходит в сломался компьютер и видит коворкинге, который с похмелья: 'сломал прод'",1710,"2026-03-17 20:31:03.149813",-5
16534,"упал попросил роутер объяснить улице, но директор сам соцсетях не понимает",173,"2026-01-11 20:31:03.149855",4
16535,"Собрались клавиатуру в работе и решили завис: 'собаку'",151,"2025-05-04 20:31:03.149895",-2
16536,"Встречаются Telegram и сбежал. Первый спрашивает: 'фичу?', второй отвечает: 'собаку'",1474,"2025-08-03 20:31:03.149936",5
16537,"Однажды алгоритм решил стать хакер, но ChatGPT был против: 'удаленке'",1322,"2025-08-19 20:31:03.149977",-2
