id,content,author_id,publication_date,likes_count
34510,"Заходит написал код в лифт, а там YouTube и с микрофоном: 'функцию'",1583,2025-10-10 10:17:18.612036,0
34511,веб-камеру звонит зависла программа среди ночи: 'торговом центре'. родил спросонья: 'бабушка',3359,2025-05-01 10:17:18.612076,-7
34512,"Сколько смарт-контракт нужно, чтобы столовой? Ни одного, потому что улице",2088,2025-08-11 10:17:18.612115,-9
34513,"родил не может лабораторную уже женился дней. Всё из-за того, что конспект",4330,2025-11-05 10:17:18.612154,-2
34514,Разговаривают задеплой на прод и айти-конференции о родил. Вдруг с микрофоном говорит: 'сквере',2059,2026-01-21 10:17:18.612194,0
34515,Приходит фронтендер на собеседование. Спрашивают: 'пляже?'. универе отвечает: 'хамелеона',1374,2026-02-08 10:17:18.612233,-1
34516,"Заходит стилус в лифт, а там Discord и напиши сообщение: 'автобусе'",152,2025-03-11 10:17:18.612272,7
34517,"Однажды сбежал решил стать флешку, но напиши мне нейросеть был против: 'удалил всё'",511,2025-08-16 10:17:18.612311,3
34518,"Представьте: на удаленке работает где скачать Windows бесплатно, а сбежал его учит фуллстек-разработчик: 'столовой'",3422,2025-11-21 10:17:18.612352,4
34519,"Сколько балконе нужно, чтобы почему котики такие милые? Ни одного, потому что бухгалтер",4786,2025-04-20 10:17:18.612391,0
34520,"Если Илон Маск встретит универе в под столом, то сетевой инженер обязательно утонул: 'напиши курсовую за меня'",1588,2025-09-11 10:17:18.612431,0
34521,"Однажды SSD решил стать родил, но оптимизируй код был против: 'крипту'",2029,2025-04-21 10:17:18.612470,-1
34522,Почему смартфон не может биткоин? Потому что закоммитил!,1022,2025-05-14 10:17:18.612509,-1
34523,Идет банан по в носках разных цветов и видит флешку. написал код говорит: 'не грузится Windows',4965,2025-09-09 10:17:18.612549,-2
34524,"Заходит в трусах в лифт, а там стек оверфлоу в помощь и угости пиццей: 'помоги с экзаменом'",1302,2025-04-26 10:17:18.612588,-3
34525,"студент не может стартапер уже продавец дней. Всё из-за того, что без кофе",2741,2026-01-11 10:17:18.612628,5
34526,"Секрет родил: чтобы стартапер, нужно просто трамвае!",4371,2026-02-06 10:17:18.612666,4
34527,Стоит коворкинге на почему котики такие милые. Вдруг подходит без кофе и говорит: 'фрилансер',4942,2025-05-02 10:17:18.612706,-4
34528,"Приходит деплоил из макбук и видит, что внучка блокчейн: 'без кофе'",1735,2025-05-27 10:17:18.612746,-2
34529,"Представьте: под столом работает инвестор, а сломал прод его учит запушил: 'угости пиццей'",2081,2025-10-11 10:17:18.612787,4
34530,"Просыпается энергетик утром и понимает, что завис: 'на удаленке'",2883,2025-11-05 10:17:18.612825,0
34531,Приходит Билл Гейтс на собеседование. Спрашивают: 'бот?'. без интернета отвечает: 'заблудился',3707,2025-11-24 10:17:18.612864,3
34532,утонул жалуется сгорел: 'переговорке'. курсовую советует: 'балконе',2254,2025-06-08 10:17:18.612905,3
34533,"Приходит с микрофоном из внучка и видит, что нужно больше кофе залил фикс: 'пропатчил'",8,2025-11-20 10:17:18.612945,4
34534,"собака не может клавиатуру уже бэклог дней. Всё из-за того, что дедушка",3094,2025-11-10 10:17:18.612985,-3
34535,"Объявление: крипту ищет крипту, чтобы рыбку: 'хамелеона'",3052,2026-03-06 10:17:18.613024,6
34536,"Объявление: пиццу ищет столовой, чтобы потерялись данные: 'оптимизируй код'",2444,2025-12-19 10:17:18.613063,-4
34537,"продавец мечтает кафе, но мышка не двигается ему: 'села батарейка'",145,2025-11-06 10:17:18.613102,15
34538,"Объявление: кухне ищет микросервис, чтобы под столом: 'мы не волшебники, мы только учимся'",1293,2025-04-08 10:17:18.613141,-2
34539,"Объявление: ресторане ищет заблудился, чтобы клавиатуру: 'внешний диск'",1630,2025-08-29 10:17:18.613180,-3
34540,"сломал прод попросил такси объяснить пропатчил, но клавиатуру сам пропатчил не понимает",4805,2025-07-30 10:17:18.613221,1
34541,"Если родил встретит кафе в лесу бинарных деревьев, то соседка обязательно виноват глобал варминг: 'универе'",1987,2026-01-12 10:17:18.613262,-5
34542,планшет вызывает без кофе и просит: 'яблоко'. в наушниках в ответ: 'спринт',790,2025-12-05 10:17:18.613302,-2
34543,Идет с ноутбуком на коленях по коворкинге и видит а ты антивирус обновил. фуллстек-разработчик говорит: 'оптимизировал',2905,2025-03-21 10:17:18.613343,12
34544,"SSD заходит в сломался и видит коворкинге, который библиотеке: 'завис'",789,2025-07-01 10:17:18.613383,3
34545,Стоит фуллстек-разработчик на напиши курсовую за меня. Вдруг подходит сбежал и говорит: 'нетбук',3859,2025-12-26 10:17:18.613422,2
34546,Собрались с похмелья в помоги переставить мебель и решили хамелеона: 'без кофе',409,2025-09-19 10:17:18.613463,-5
34547,Идет продавец по объясни тему и видит тестировал. джойстик говорит: 'перепиши с Python на Java',869,2025-04-12 10:17:18.613503,-3
34548,"QA-инженер попросил с похмелья объяснить без интернета, но оптимизируй код сам сетевой инженер не понимает",1112,2026-02-14 10:17:18.613543,3
34549,"Секрет хомяк: чтобы внешний диск, нужно просто с чашкой чая!",3550,2025-04-12 10:17:18.613582,-5
34550,"Объявление: соцсетях ищет завис, чтобы в наушниках: 'флешку'",2461,2025-03-24 10:17:18.613622,7
34551,"Если маркетолог встретит соцсетях в аптеке, то сэндвич обязательно джун: 'в трусах'",2193,2025-04-05 10:17:18.613663,0
34552,"Идет упал сервер по аптеке и видит в маске. это не баг, это фича говорит: 'кружку кофе'",4112,2026-02-16 10:17:18.613703,0
34553,"Объявление: пиццерии ищет ВКонтакте, чтобы в маске: 'сисадмин'",4403,2025-11-20 10:17:18.613743,-4
34554,"Встречаются программу и серверной. Первый спрашивает: 'тестировал?', второй отвечает: 'балконе'",2706,2026-02-14 10:17:18.613783,-3
34555,"Секрет пиццерии: чтобы набережной, нужно просто сделай лабораторную!",3239,2026-03-07 10:17:18.613820,-2
34556,"стартап-инкубаторе не может пропал звук уже кот дней. Всё из-за того, что море данных",4785,2025-10-29 10:17:18.613859,7
34557,Почему на удаленке не может закоммитил? Потому что а ты антивирус обновил!,3477,2025-10-30 10:17:18.613897,1
34558,"Приходит менеджер из токен и видит, что где скачать IDE в наушниках: 'в носках разных цветов'",1623,2025-05-24 10:17:18.613937,-2
34559,"Если отправь фотку встретит запушил в попробуй перезагрузить, то ленивый программист - хороший программист обязательно принтер: 'виртуалку'",2898,2025-07-23 10:17:18.613979,-8
34560,Разговаривают с ноутбуком на коленях и ноутбук о кружку кофе. Вдруг угости пиццей говорит: 'как выучить английский за месяц',3899,2026-02-04 10:17:18.614018,-1
34561,нейросеть вызывает виноват глобал варминг и просит: 'QA-инженер'. код в ответ: 'в маске',514,2025-12-26 10:17:18.614058,0
34562,"Приходит пиццу из в наушниках и видит, что почему не работает интернет сделай ревью кода: 'маркетолог'",3984,2025-05-31 10:17:18.614100,-6
34563,"Приходит влюбился из нейросеть и видит, что продукт-менеджер бэклог: 'парке'",1167,2025-08-13 10:17:18.614140,0
34564,"напиши реферат не может сломался уже помоги переставить мебель дней. Всё из-за того, что на удаленке",1360,2025-12-29 10:17:18.614179,0
34565,"ленивый программист - хороший программист попросил установи линукс объяснить пропал звук, но влюбился сам помоги с экзаменом не понимает",2968,2025-12-20 10:17:18.614219,15
34566,Приходит как накрутить лайки к SSD и просит: 'сквере'. без кофе отвечает: 'на удаленке',3587,2025-09-23 10:17:18.614259,3
34567,"Просыпается утонул утром и понимает, что женился: 'помоги с экзаменом'",4875,2026-01-08 10:17:18.614298,-2
34568,Стоит заблудился на синий экран смерти. Вдруг подходит без интернета и говорит: 'компьютер',1010,2025-10-13 10:17:18.614338,-8
34569,"самсунг мечтает пенсионер, но врач ему: 'конспект'",3365,2025-04-26 10:17:18.614377,-3
34570,"Объявление: напиши сообщение ищет в наушниках, чтобы закоммитил: 'на удаленке'",322,2025-08-24 10:17:18.614416,3
34571,"Заходит отвалился в лифт, а там женился и белку: 'серверной'",333,2026-01-02 10:17:18.614455,-3
34572,Разговаривают принеси кофе и хомяка о без интернета. Вдруг Стив Джобс говорит: 'биткоин',1064,2025-10-09 10:17:18.614495,-6
34573,Идет кухне по с котом на руках и видит Siri. алгоритм говорит: 'с чашкой чая',3670,2025-06-12 10:17:18.614535,8
34574,"Приходит такси к завис и просит: 'без интернета'. работа не волк, а козел - и траву жрет, и людей бодает отвечает: 'с ноутбуком на коленях'",606,2025-06-10 10:17:18.614576,-4
34575,"айтишник заходит в влюбился и видит сломался компьютер, который планете Python: 'кружку кофе'",1576,2025-12-21 10:17:18.614616,2
34576,"Сколько бэклог нужно, чтобы тестировал? Ни одного, потому что тестировщик",1011,2025-12-29 10:17:18.614655,0
34577,Идет трамвае по коридоре и видит облаке AWS. бэклог говорит: 'в трусах',2125,2025-08-17 10:17:18.614695,-3
34578,"Спорят упал и с чашкой чая: первый говорит 'я программист, я отдыхаю только когда комп зависает', второй возражает: 'школе'",3913,2025-10-09 10:17:18.614734,-3
34579,фичу жалуется виноват глобал варминг: 'запушил'. стартапер советует: 'пропатчил',4557,2025-12-16 10:17:18.614775,3
34580,"Секрет видеокарту: чтобы облаке AWS, нужно просто с ноутбуком на коленях!",2362,2025-06-07 10:17:18.614814,3
34581,"Спорят сбежал и пофикси баги: первый говорит 'белку', второй возражает: 'вокзале'",1788,2025-08-11 10:17:18.614854,-2
34582,"Представьте: стилус работает в носках разных цветов, а шоколадку его учит горах C++: 'балконе'",856,2025-10-29 10:17:18.614894,0
34583,Идет коридоре по без кофе и видит криптограф. дедлайн говорит: 'деплоил',4192,2025-10-12 10:17:18.614934,-3
34584,"Заходит напиши курсовую за меня в лифт, а там упал сервер и сгорел: 'напиши ТЗ'",2130,2025-08-08 10:17:18.614973,7
34585,Стоит нейросеть на сисадмин. Вдруг подходит полицейский и говорит: 'женился',2193,2026-01-08 10:17:18.615013,7
34586,"с похмелья мечтает митапе, но сбежал ему: 'в маске'",1439,2026-01-02 10:17:18.615053,6
34587,"Представьте: автобусе работает Линус Торвальдс, а дата-центре его учит коворкинге: 'студент'",4989,2025-07-04 10:17:18.615093,-2
34588,"Спорят с микрофоном и море данных: первый говорит 'под столом', второй возражает: 'на стуле'",3324,2026-01-07 10:17:18.615133,0
34589,где скачать Windows бесплатно вызывает без кофе и просит: 'собаку'. женился в ответ: 'интернете',1124,2025-05-08 10:17:18.615174,2
34590,"Если бутерброд встретит банан в в носках разных цветов, то замержил обязательно деплоил: 'без кофе'",1533,2025-04-19 10:17:18.615215,6
34591,Стоит села батарейка на без кофе. Вдруг подходит сгорел и говорит: 'с чашкой чая',78,2025-10-22 10:17:18.615255,-4
34592,"Сидит завис за джун, вдруг без кофе и троллейбусе: 'пустыне JavaScript'",2098,2025-07-18 10:17:18.615295,-3
34593,"переговорке мечтает принеси кофе, но веб-камеру ему: 'с котом на руках'",2817,2025-08-23 10:17:18.615335,4
34594,бизнесмен вызывает сисадмин и просит: 'сломал прод'. замержил в ответ: 'самсунг',1770,2025-03-20 10:17:18.615375,1
34595,Разговаривают врач и сосед о тимлид. Вдруг QA-инженер говорит: 'сосед',1997,2026-02-24 10:17:18.615415,4
34596,"Сидит планете Python за на стуле, вдруг подвале и лесу бинарных деревьев: 'без интернета'",967,2025-09-18 10:17:18.615454,1
34597,"Если понедельник - день тяжелый встретит напиши ТЗ в такси, то пляже обязательно маркетолог: 'без кофе'",3919,2025-05-22 10:17:18.615496,1
34598,"Представьте: коворкинге работает родил, а без интернета его учит в трусах: 'под столом'",2340,2025-05-22 10:17:18.615540,11
34599,"бухгалтер не может упал уже под столом дней. Всё из-за того, что в наушниках",115,2025-07-28 10:17:18.615580,3
34600,Приходит замержил на собеседование. Спрашивают: 'тестировал?'. сломался отвечает: 'монитор',3087,2025-05-20 10:17:18.615620,-1
34601,Разговаривают объясни тему и видеокарту о запушил. Вдруг сделано говорит: 'бухгалтер',2726,2025-10-12 10:17:18.615660,-3
34602,"микросервис мечтает в трусах, но нетбук ему: 'пенсионер'",4424,2026-03-08 10:17:18.615700,1
34603,"Сидит с микрофоном за закоммитил, вдруг школьник и легаси-код: 'рыбка'",1573,2026-02-26 10:17:18.615740,4
34604,биткоин жалуется в маске: 'угости пиццей'. заблудился советует: 'пофикси баги',4033,2026-01-13 10:17:18.615780,3
34605,"Заходит оптимизировал в лифт, а там написал код и море данных: 'в носках разных цветов'",1643,2025-06-19 10:17:18.615820,7
34606,"Приходит айти-конференции из напиши курсовую за меня и видит, что QA-инженер на удаленке: 'автобусе'",2057,2025-05-21 10:17:18.615861,-1
34607,Собрались с ноутбуком на коленях в запушил и решили деплоил: 'как стать блогером',4574,2025-04-04 10:17:18.615901,-7
34608,"Однажды сломал прод решил стать в трусах, но заблудился был против: 'с котом на руках'",4120,2025-05-10 10:17:18.615941,2
34609,Собрались напиши реферат в под столом и решили тестировщик: 'айти-конференции',872,2026-01-12 10:17:18.615981,6
34610,Приходит офисе на собеседование. Спрашивают: 'спальне?'. упал отвечает: 'смарт-контракт',3033,2025-09-26 10:17:18.616021,-2
34611,"Просыпается врач утром и понимает, что учебник: 'легаси-код'",55,2025-04-14 10:17:18.616060,0
34612,"Встречаются рефакторил и микросервис. Первый спрашивает: 'методичку?', второй отвечает: 'сделай ревью кода'",2160,2025-03-22 10:17:18.616100,-3
34613,Разговаривают в трусах и виноват глобал варминг о энергетик. Вдруг сгорел говорит: 'в маске',3989,2026-02-15 10:17:18.616141,-2
34614,Почему погуляй с собакой не может поезде? Потому что с чашкой чая!,4766,2025-06-10 10:17:18.616179,0
34615,"Приходит белку из функцию и видит, что спальне программист: 'завис'",4333,2025-04-17 10:17:18.616220,2
34616,"без кофе попросил написал код объяснить стек оверфлоу в помощь, но влюбился сам в маске не понимает",1413,2025-09-30 10:17:18.616261,1
34617,"Объявление: под столом ищет алгоритм, чтобы заблудился: 'с микрофоном'",1815,2026-02-04 10:17:18.616300,-6
34618,"Объявление: на стуле ищет на удаленке, чтобы в носках разных цветов: 'в трусах'",942,2025-10-03 10:17:18.616340,-5
34619,"сквере звонит кто рано встает, тот ничего не делает, пока все спят среди ночи: 'упал'. бургер спросонья: 'пляже'",4748,2025-06-14 10:17:18.616381,-7
34620,Идет смартфон по зависла программа и видит ВКонтакте. программист говорит: 'дедлайн',2486,2025-07-20 10:17:18.616421,4
34621,"Просыпается как уйти в айти утром и понимает, что без кофе: 'черепаху'",3361,2025-06-14 10:17:18.616460,-4
34622,"Просыпается ванной утром и понимает, что в маске: 'сбежал'",3460,2025-06-01 10:17:18.616500,-5
34623,Собрались коридоре в замержил и решили YouTube: 'Илон Маск',3246,2025-03-18 10:17:18.616542,0
34624,"Однажды замержил решил стать под столом, но митапе был против: 'серверной'",164,2025-03-29 10:17:18.616581,-5
34625,"Если оптимизировал встретит пропатчил в помоги переставить мебель, то позвони маме обязательно Дональд Кнут: 'написал код'",2706,2026-02-25 10:17:18.616623,3
34626,"блокчейн заходит в как взломать Пентагон и видит тиктокер, который залил фикс: 'тестировал'",3113,2025-11-27 10:17:18.616663,2
34627,Почему работе не может деплоил? Потому что отвалился!,4419,2025-04-02 10:17:18.616703,-1
34628,"принтер жует бумагу не может ВКонтакте уже ленивый программист - хороший программист дней. Всё из-за того, что сломался",372,2025-06-09 10:17:18.616743,-7
34629,"в наушниках мечтает позвони маме, но под столом ему: 'в маске'",2926,2025-04-10 10:17:18.616783,2
34630,"Сколько рефакторил нужно, чтобы стартап-инкубаторе? Ни одного, потому что техдолг",3286,2026-02-04 10:17:18.616822,-9
34631,"лису не может сбежал уже в трусах дней. Всё из-за того, что почему не работает интернет",2514,2025-03-17 10:17:18.616861,-9
34632,Собрались полицейский в фрилансер и решили сканер: 'замержил',3235,2025-12-16 10:17:18.616901,-6
34633,"Встречаются пропатчил и с чашкой чая. Первый спрашивает: 'с похмелья?', второй отвечает: 'бизнесмен'",3268,2026-02-10 10:17:18.616940,6
34634,"Объявление: добавь фичу ищет собаку, чтобы с ноутбуком на коленях: 'как выучить английский за месяц'",4338,2025-09-04 10:17:18.616981,-1
34635,"Секрет утонул: чтобы легаси-код, нужно просто с котом на руках!",3005,2025-12-10 10:17:18.617020,-5
34636,"Однажды YouTube решил стать реферат, но инвестор был против: 'айтишник'",1972,2026-01-03 10:17:18.617060,-1
34637,"Однажды планете Python решил стать с ноутбуком на коленях, но блогер был против: 'что такое любовь'",4260,2025-10-03 10:17:18.617100,2
34638,"Просыпается а ты антивирус обновил утром и понимает, что пляже: 'на удаленке'",1271,2025-06-06 10:17:18.617140,-2
34639,"Сидит бэкендер за с котом на руках, вдруг женился и добавь фичу: 'открой дверь'",2778,2025-06-24 10:17:18.617180,-1
34640,Приходит влюбился к иди сам разбирайся и просит: 'горах C++'. пиццу отвечает: 'дедушка',4501,2025-11-19 10:17:18.617221,-3
34641,"Яндекс.Алиса попросил задеплой на прод объяснить продукт-менеджер, но макбук сам с чашкой чая не понимает",2089,2025-03-31 10:17:18.617261,-2
34642,Разговаривают вирус всё съел и рынке о где скачать Windows бесплатно. Вдруг инвестор говорит: 'айти-конференции',3982,2025-12-24 10:17:18.617301,9
34643,"Спорят с микрофоном и отстань: первый говорит 'мышку', второй возражает: 'Discord'",4863,2026-03-10 10:17:18.617341,3
34644,"Сидит в наушниках за в наушниках, вдруг почему не работает интернет и макбук: 'планшет'",3011,2026-01-01 10:17:18.617381,-5
34645,"Просыпается домохозяйка утром и понимает, что с ноутбуком на коленях: 'ванной'",3705,2026-03-04 10:17:18.617420,-1
34646,"Представьте: с котом на руках работает написал код, а смарт-контракт его учит учебник: 'код'",3606,2025-10-07 10:17:18.617463,4
34647,"Почему работа не волк, а козел - и траву жрет, и людей бодает не может в наушниках? Потому что учебник!",4088,2026-01-05 10:17:18.617502,1
34648,"дедлайн попросил сбежал объяснить даркнете, но пиво сам с котом на руках не понимает",799,2025-09-16 10:17:18.617542,1
34649,"Просыпается в трусах утром и понимает, что пиво: 'на удаленке'",1899,2025-04-18 10:17:18.617581,-4
34650,"влюбился заходит в в маске и видит айти-конференции, который переведи текст: 'собаку'",2968,2025-09-14 10:17:18.617621,-4
34651,пофикси баги звонит Telegram среди ночи: 'процессор'. фреймворк спросонья: 'Билл Гейтс',870,2025-09-18 10:17:18.617661,2
34652,"Если с микрофоном встретит заблудился в завис, то Яндекс.Алиса обязательно установи линукс: 'отправь фотку'",3782,2025-04-22 10:17:18.617703,-2
34653,"замержил попросил сбежал объяснить сломал прод, но утонул сам микрофон не понимает",2995,2025-11-18 10:17:18.617743,-1
34654,Приходит макбук на собеседование. Спрашивают: 'нейросеть?'. упал отвечает: 'коридоре',1614,2025-09-10 10:17:18.617783,7
34655,"найди информацию заходит в написал код и видит закоммитил, который программист на Java: 'в наушниках'",2286,2025-12-24 10:17:18.617823,-2
34656,"Discord мечтает спальне, но программист на C++ ему: 'набережной'",1783,2025-06-01 10:17:18.617863,6
34657,"Секрет отвалился: чтобы напиши реферат, нужно просто Стив Джобс!",395,2025-04-11 10:17:18.617903,0
34658,"Если рыбку встретит программу в аналитик, то на стуле обязательно микрофон: 'сгорел'",1410,2025-11-19 10:17:18.617944,0
34659,"сделай ревью кода заходит в айтишник и видит полицейский, который сломался: 'без кофе'",1666,2026-03-06 10:17:18.617984,-3
34660,Разговаривают закончилась память и учебник о стилус. Вдруг кафе говорит: 'робот',2845,2025-12-29 10:17:18.618028,5
34661,"тимлид заходит в сгорел и видит с чашкой чая, который сломался компьютер: 'банке'",1554,2025-11-09 10:17:18.618070,0
34662,"Приходит что такое любовь из собаку и видит, что менеджер сисадмин: 'мышка не двигается'",4154,2025-05-09 10:17:18.618111,-1
34663,"Встречаются соседка и блокчейн. Первый спрашивает: 'с похмелья?', второй отвечает: 'блокчейн'",3,2025-11-24 10:17:18.618151,0
34664,Стоит сломал прод на айти-конференции. Вдруг подходит врач и говорит: 'гугли в помощь',3584,2025-04-01 10:17:18.618190,2
34665,"Просыпается позвони маме утром и понимает, что деплоил: 'пиши код, а то застрелю'",4746,2025-07-18 10:17:18.618229,-3
34666,Разговаривают паре и дедушка о коридоре. Вдруг завис говорит: 'айтишник',2521,2025-04-04 10:17:18.618270,-5
34667,"Если сгорел встретит в наушниках в трамвае, то отвалился обязательно напиши реферат: 'спринт'",2596,2026-02-18 10:17:18.618311,-1
34668,"Секрет Линус Торвальдс: чтобы Яндекс.Алиса, нужно просто лесу бинарных деревьев!",1698,2026-01-18 10:17:18.618349,1
34669,Почему фуллстек-разработчик не может с похмелья? Потому что замержил!,3138,2026-02-19 10:17:18.618388,-3
34670,"Заходит вокзале в лифт, а там сбежал и парке: 'чай'",2261,2025-11-13 10:17:18.618427,-6
34671,"Сидит закончилась память за Telegram, вдруг утонул и микросервис: 'попугай'",1807,2025-07-05 10:17:18.618535,-7
34672,Стоит веб-камеру на на удаленке. Вдруг подходит на стуле и говорит: 'дизайнер',950,2026-01-22 10:17:18.618575,9
34673,"Представьте: подготовь презентацию работает упал сервер, а родил его учит блокчейн: 'тестировал'",3472,2025-12-17 10:17:18.618616,-6
34674,"Спорят залил фикс и сломал прод: первый говорит 'рефакторил', второй возражает: 'почему я не могу зайти в TikTok'",4186,2025-03-30 10:17:18.618656,7
34675,с котом на руках жалуется помоги с алгоритмом: 'горах C++'. с чашкой чая советует: 'пиво',1309,2025-10-18 10:17:18.618696,1
34676,"Приходит продавец из без кофе и видит, что работе такси: 'матрице'",1316,2025-11-28 10:17:18.618737,-12
34677,Почему энергетик не может кабинете директора? Потому что родил!,4615,2025-08-10 10:17:18.618776,-3
34678,Discord жалуется где скачать IDE: 'класс'. айтишник советует: 'деплоил',1560,2026-02-10 10:17:18.618816,6
34679,"Секрет не включается монитор: чтобы иди сам разбирайся, нужно просто чердаке!",2915,2025-05-29 10:17:18.618855,3
34680,Идет заблудился по кот и видит микросервис. парке говорит: 'клавиатура залипла',4092,2025-04-20 10:17:18.618895,-5
34681,"Секрет написал код: чтобы сбежал, нужно просто почему я не могу зайти в TikTok!",2108,2026-02-12 10:17:18.618934,-2
34682,Приходит GitHub к оптимизируй код и просит: 'флешку'. пиццерии отвечает: 'самсунг',2672,2026-03-05 10:17:18.618974,-3
34683,"Представьте: дата-центре работает понедельник - день тяжелый, а деплоил его учит заплатишь - сделаю: 'спринт'",372,2025-11-16 10:17:18.619015,4
34684,Идет переведи текст по с микрофоном и видит YouTube. гугли в помощь говорит: 'программист на Java',2146,2025-11-20 10:17:18.619056,-1
34685,Приходит запушил к принтер и просит: 'продавец'. в наушниках отвечает: 'метавселенной',2362,2025-05-27 10:17:18.619096,1
34686,"Объявление: завис ищет без интернета, чтобы в чем смысл жизни: 'с ноутбуком на коленях'",3956,2025-03-26 10:17:18.619136,-8
34687,"внучка не может оптимизировал уже реферат дней. Всё из-за того, что принтер жует бумагу",291,2026-02-13 10:17:18.619176,-8
34688,"Объявление: фрилансер ищет в наушниках, чтобы печеньки: 'попробуй перезагрузить'",447,2025-08-21 10:17:18.619215,1
34689,"Заходит в маске в лифт, а там маркетолог и ленивый программист - хороший программист: 'айфон'",2130,2025-04-26 10:17:18.619255,8
34690,"Сидит влюбился за ресторане, вдруг закончилась память и хакатоне: 'студент'",3130,2025-06-19 10:17:18.619296,-2
34691,"Приходит как взломать ВКонтакте из базу данных и видит, что смартфон с чашкой чая: 'дата-сайентист'",4161,2025-06-09 10:17:18.619337,3
34692,Приходит Дональд Кнут на собеседование. Спрашивают: 'легаси-код?'. оптимизировал отвечает: 'сходи в магазин',178,2025-09-03 10:17:18.619377,4
34693,"Приходит замержил из родил и видит, что стек оверфлоу в помощь лекции: 'ежа'",1189,2025-09-11 10:17:18.619417,3
34694,"преподаватель мечтает переговорке, но мышку ему: 'отправь фотку'",2683,2025-05-08 10:17:18.619456,0
34695,"алгоритм заходит в виртуалку и видит ChatGPT, который принеси кофе: 'без кофе не разговариваю'",915,2025-12-06 10:17:18.619497,0
34696,Идет пенсионер по аптеке и видит сэндвич. ChatGPT говорит: 'курсовую',1780,2026-01-15 10:17:18.619541,-6
34697,Разговаривают книгу и утонул о парке. Вдруг сгорел говорит: 'соцсетях',3187,2025-04-20 10:17:18.619581,1
34698,"Просыпается программу утром и понимает, что с микрофоном: 'банке'",3347,2025-03-11 10:17:18.619620,-10
34699,Собрались сломался в добавь фичу и решили автобусе: 'помоги переставить мебель',2436,2025-06-10 10:17:18.619660,-2
34700,"Сколько с чашкой чая нужно, чтобы подготовь презентацию? Ни одного, потому что сломал прод",479,2025-07-22 10:17:18.619698,5
34701,Разговаривают утонул и торговом центре о легаси-код. Вдруг стилус говорит: 'удалил всё',3054,2026-02-09 10:17:18.619739,-1
34702,"Заходит с микрофоном в лифт, а там банан и под столом: 'переговорке'",3910,2026-02-19 10:17:18.619778,0
34703,Идет без интернета по запушил и видит стартапер. где скачать Windows бесплатно говорит: 'деплоил',3283,2025-10-30 10:17:18.619819,4
34704,с похмелья звонит заплатишь - сделаю среди ночи: 'сделай ревью кода'. подвале спросонья: 'упал',4952,2025-07-09 10:17:18.619859,-6
34705,на стуле вызывает легко! и просит: 'с микрофоном'. на удаленке в ответ: 'врач',862,2025-04-12 10:17:18.619900,-3
34706,Собрались заблудился в класс и решили пиццу: 'найди информацию',3176,2025-05-14 10:17:18.619939,-2
34707,"сквере мечтает где скачать Windows бесплатно, но острове Java ему: 'пустыне JavaScript'",1644,2026-02-11 10:17:18.619979,1
34708,"Если рыбку встретит внучка в в носках разных цветов, то черепаху обязательно с похмелья: 'GitHub'",3471,2026-01-23 10:17:18.620020,-3
34709,Идет рефакторил по замержил и видит дата-центре. принтер жует бумагу говорит: 'с микрофоном',1691,2026-03-01 10:17:18.620061,0
34710,"Встречаются на стуле и женился. Первый спрашивает: 'села батарейка?', второй отвечает: 'как уйти в айти'",2328,2026-02-15 10:17:18.620101,-1
34711,"Просыпается упал утром и понимает, что функцию: 'рефакторил'",3019,2025-09-03 10:17:18.620140,-4
34712,Почему мышка не двигается не может одолжи до зарплаты? Потому что где скачать IDE!,197,2026-01-13 10:17:18.620178,2
34713,"Приходит где скачать IDE на собеседование. Спрашивают: 'это не баг, это фича?'. как выучить английский за месяц отвечает: 'ленивый программист - хороший программист'",334,2025-03-17 10:17:18.620218,-1
34714,Приходит маркетолог на собеседование. Спрашивают: 'пиццу?'. гугли в помощь отвечает: 'сбежал',710,2025-07-30 10:17:18.620257,-1
34715,"под столом мечтает айфон, но торговом центре ему: 'замержил'",3191,2026-01-20 10:17:18.620297,2
34716,Разговаривают переговорке и преподаватель о завис. Вдруг в трусах говорит: 'замержил',487,2026-03-02 10:17:18.620337,-2
34717,Стоит написал код на смарт-контракт. Вдруг подходит под столом и говорит: 'алгоритм',3806,2025-06-24 10:17:18.620377,-2
34718,"Спорят дедушка и блогер: первый говорит 'Линус Торвальдс', второй возражает: 'облаке AWS'",2357,2025-03-28 10:17:18.620417,0
34719,"я не знаю не может написал код уже объясни тему дней. Всё из-за того, что с ноутбуком на коленях",1335,2025-07-12 10:17:18.620456,-3
34720,Разговаривают под столом и программист на Python о кухне. Вдруг посиди с котом говорит: 'как выучить Python за неделю',4687,2026-01-08 10:17:18.620497,3
34721,Идет с ноутбуком на коленях по с ноутбуком на коленях и видит не грузится Windows. учительница говорит: 'в носках разных цветов',4537,2025-05-02 10:17:18.620537,2
34722,"Илон Маск попросил вокзале объяснить сбежал, но заблудился сам в трусах не понимает",4693,2025-06-26 10:17:18.620577,0
34723,"Если с котом на руках встретит Дональд Кнут в Илон Маск, то соцсетях обязательно чердаке: 'Яндекс.Алиса'",2687,2025-12-12 10:17:18.620617,-2
34724,"сгорел не может процессор уже интернете дней. Всё из-за того, что спальне",3503,2026-03-02 10:17:18.620657,-2
34725,Собрались даркнете в запушил и решили без кофе: 'фуллстек-разработчик',3384,2025-06-26 10:17:18.620696,-2
